sent_id,sent,word_num,un_id,lemma,pos_tag,sense_key,sense_number,hom_type,hom_id,bert_sent
d123.s070,the last column shows the rate of exchange that would have been observed at a relative intensity of 4 14.7 cm. distance calculated on the assumptions that the incident light intensity is inversely proportional to the square of the distance of the lamp from the cell and that the rate is directly proportional to the incident light intensity,1,semcor.d123.s070.t000,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,the last column shows the rate of exchange that would have
d123.s071,direct proportionality of the rate to the incident intensity has also been assumed in obtaining the value in the last column for the fourth sample of series /2 where the light intensity was reduced by use of a screen,19,semcor.d123.s071.t009,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,has also been assumed in obtaining the value in the last column for the fourth sample of series /2 where
d124.s121,hal yarrow was among the last to go into the suspensor and among the first to come out,4,semcor.d124.s121.t002,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,hal yarrow was among the last to go into the suspensor and among the
d129.s040,the argument against this last approach is comparable to that which rejects stories about hoop snakes about snakes that break themselves into many pieces and join up again or even of ghosts that chase people out of graveyards the mere piling up of testimony does not prove to the scientific mind the existence of hoop snakes joint snakes or ghosts,4,semcor.d129.s040.t001,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,the argument against this last approach is comparable to that which rejects stories about
d139.s041,the dipylon geometric pottery of athens and the iliad are amazing manifestations of the inherent potentialities of greek civilization but both were among the last products of a phase which was ending,24,semcor.d139.s041.t011,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,inherent potentialities of greek civilization but both were among the last products of a phase which was ending
d140.s059,he helped kate and juanita enlarge the flower garden in the side yard where they sometimes sat in the still evenings watching the last fat bees working against the summer &apos;s purple dusk,21,semcor.d140.s059.t011,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,side yard where they sometimes sat in the still evenings watching the last fat bees working against the summer &apos;s
d141.s020,then he spread out the last list on the counter,4,semcor.d141.s020.t002,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,then he spread out the last list on the counter
d157.s063,the fourth and last speaker was thomas davis,3,semcor.d157.s063.t001,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,the fourth and last speaker was thomas davis
d158.s018,escalation is their first love and their last they will be faithful unto death,7,semcor.d158.s018.t004,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,escalation is their first love and their last they will be faithful unto death
d170.s101,the last essential to the beginner &apos;s gymnastic program is the somersault or forward roll,1,semcor.d170.s101.t000,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,the last essential to the beginner &apos;s gymnastic program is the
d176.s111,there are other good representations of peasants and people of the court by actors who are finely costumed and magnificently photographed in this last of the russian films to reach this country in the program of joint cultural exchange,23,semcor.d176.s111.t012,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,actors who are finely costumed and magnificently photographed in this last of the russian films to reach this country in
d177.s074,he and mark were the last of the family and there lay the cape ann property which had seemed to have no end stretching from horizon to horizon in those golden days of summer,5,semcor.d177.s074.t002,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,he and mark were the last of the family and there lay the cape ann
d178.s042,the last exercise of roland claude &apos;s prescribed program for henri is a single exercise done in individual sets with a bit longer pause between sets,1,semcor.d178.s042.t000,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,the last exercise of roland claude &apos;s prescribed program for henri
d180.s014,the bears added their last run in the sixth on alusik &apos;s double and outfield flies by porter and wert,4,semcor.d180.s014.t002,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,the bears added their last run in the sixth on alusik &apos;s double and
d181.s002,modifications of the last technique have been applied by several groups of investigators,3,semcor.d181.s002.t001,last,ADJ,last%3:00:00::,last#a#3,100,last#a#3#100,modifications of the last technique have been applied by several groups of investigators
d002.s017,this is the story of his last tragic voyage as nearly as we are able or ever probably will be able to determine,6,semcor.d002.s017.t002,last,ADJ,last%5:00:00:closing:00,last#a#5,100,last#a#5#100,this is the story of his last tragic voyage as nearly as we are able or
d007.s001,sounds exactly like last time &apos;&apos;,3,semcor.d007.s001.t002,last,ADJ,last%5:00:00:past:00,last#a#5,100,last#a#5#100,sounds exactly like last time &apos;&apos;
d010.s040,the fact that metropolitan churches of the major denominations have moved approximately every generation for the last hundred years becomes somewhat more intelligible in the light of this struggle to maintain economic balance,16,semcor.d010.s040.t009,last,ADJ,last%5:00:00:past:00,last#a#5,100,last#a#5#100,the major denominations have moved approximately every generation for the last hundred years becomes somewhat more intelligible in the light
d011.s014,he tramped out of the miners rest with his hopes plummeting and headed doggedly for the palace saloon the last place of any consequence on this side of the street,17,semcor.d011.s014.t007,last,ADJ,last%5:00:00:ultimate:00,last#a#5,100,last#a#5#100,with his hopes plummeting and headed doggedly for the palace saloon the last place of any consequence on this side
d011.s137,cursing himself for having ridden out the last few days without a rifle in his saddle boot russ drew his colt and examined it briefly,7,semcor.d011.s137.t002,last,ADJ,last%5:00:00:past:00,last#a#5,100,last#a#5#100,cursing himself for having ridden out the last few days without a rifle in his saddle boot
d012.s078,for example there are persons who are in physical science in the field of mineralogy trained in crystallography who use only x-rays applying only the powder technique of x-ray diffraction to clay minerals only and who have spent the last fifteen years concentrating on the montmorillonites or persons in the social sciences in the field of anthropology studying the lung capacity of seven andean indians,35,semcor.d012.s078.t020,last,ADJ,last%5:00:00:past:00,last#a#5,100,last#a#5#100,powder technique of x-ray diffraction to clay minerals only and who have spent the last fifteen years concentrating on the
d017.s016,i certainly was not at the dumont last night and my husband could n&apos;t have been,7,semcor.d017.s016.t004,last,ADJ,last%5:00:00:past:00,last#a#5,100,last#a#5#100,i certainly was not at the dumont last night and my husband could n&apos;t have been
d025.s000,not since last night,2,semcor.d025.s000.t001,last,ADJ,last%5:00:00:past:00,last#a#5,100,last#a#5#100,not since last night
d025.s104,before leaving he took one last lingering look at the apartment,5,semcor.d025.s104.t003,last,ADJ,last%5:00:00:closing:00,last#a#5,100,last#a#5#100,before leaving he took one last lingering look at the apartment
d025.s123,the dentist last night for instance,2,semcor.d025.s123.t001,last,ADJ,last%5:00:00:past:00,last#a#5,100,last#a#5#100,the dentist last night for instance
d027.s040,this last point is important because if high school pupils are aware that few if any graduates who have chosen a certain vocational program have obtained a job as a consequence of the training the whole idea of relevance disappears,1,semcor.d027.s040.t000,last,ADJ,last%5:00:00:past:00,last#a#5,100,last#a#5#100,this last point is important because if high school pupils are
d031.s051,the desire to contrast the first parts of words which are alike in their last components produces an exceptional disregard of the normal patterns of stress of chinese and japanese,14,semcor.d031.s051.t006,last,ADJ,last%5:00:00:closing:00,last#a#5,100,last#a#5#100,the first parts of words which are alike in their last components produces an exceptional disregard of the normal patterns
d036.s000,marketing in the new decade will be no picnic for the sixties will present possibly the most intense competitive activity that you have experienced in the last 20 25 yr.,26,semcor.d036.s000.t013,last,ADJ,last%5:00:00:past:00,last#a#5,100,last#a#5#100,most intense competitive activity that you have experienced in the last 20 25 yr.
d038.s103,even as the conviction of truth roared through him shattering his last hope of safety he was reaching to release the hand brake to head up the road for home doing her bidding,11,semcor.d038.s103.t005,last,ADJ,last%5:00:00:closing:00,last#a#5,100,last#a#5#100,as the conviction of truth roared through him shattering his last hope of safety he was reaching to release the
d040.s001,the safe is a repository for three dead flashlight batteries a hundred and fifty unused left-hand fingerprint cards a stack of unsold policemen&apos;s ball tickets from last year and thirty-seven cents in coins and stamps,25,semcor.d040.s001.t014,last,ADJ,last%5:00:00:past:00,last#a#5,100,last#a#5#100,left-hand fingerprint cards a stack of unsold policemen&apos;s ball tickets from last year and thirty-seven cents in coins and stamps
d042.s066,the aspect of learning the internal organization of obvious natural genetic groups of languages as well as their more remote and elusive external links of classification first with elapsed age merely a by-product of acquiring evidential knowledge of what happened in athabascan in yokuts in uto-aztecan in the last few thousand years as well as forecasting what more anciently may have happened between them,47,semcor.d042.s066.t026,last,ADJ,last%5:00:00:past:00,last#a#5,100,last#a#5#100,of what happened in athabascan in yokuts in uto-aztecan in the last few thousand years as well as forecasting what
d043.s058,one of the obvious conclusions we can make on the basis of the last election i suppose is that we the majority were dissatisfied with eisenhower conservatism,13,semcor.d043.s058.t005,last,ADJ,last%5:00:00:past:00,last#a#5,100,last#a#5#100,obvious conclusions we can make on the basis of the last election i suppose is that we the majority were
d043.s062,i will mention two volumes of specific comment on this malaise that appeared last year,13,semcor.d043.s062.t007,last,ADJ,last%5:00:00:past:00,last#a#5,100,last#a#5#100,two volumes of specific comment on this malaise that appeared last year
d044.s025,further increases arise from the civilian employee health program enacted by the congress last year,13,semcor.d044.s025.t008,last,ADJ,last%5:00:00:past:00,last#a#5,100,last#a#5#100,from the civilian employee health program enacted by the congress last year
